성별,나이,거주지,여행유형,월별,동반자,여행지(시/도),여행지(시/군/구),숙박여부,여행비용
  남자,  50대,  전북,단순관광,  12월,가족,전라북도,김제시,0,10만원 이상 20만원 미만
  남자,  60대,  전북,단순관광,  12월,가족,전라북도,진안군,0,10만원 이상 20만원 미만
  남자,  70세이상,  전북,단순관광,  12월,가족,전라북도,남원시,0,10만원 이상 20만원 미만
  남자,  30대,  전북,단순관광,  12월,친구/연인,경상남도,남해군,1,30만원 이상
  남자,  30대,  전북,단순관광,  10월,친구/연인,전라남도,담양군,0,10만원 이상 20만원 미만
  남자,  50대,  전북,단순관광,  10월,가족,전라북도,고창군,0,10만원 이상 20만원 미만
  남자,  40대,  전북,단순관광,  10월,가족,전라북도,남원시,1,30만원 이상
  여자,  40대,  전북,단순관광,  8월,가족,전라남도,구례군,1,10만원 이상 20만원 미만
  여자,  20대,  전북,단순관광,  8월,친구/연인,전라남도,장성군,0,10만원 미만
  여자,  70세이상,  전북,단순관광,  8월,가족,전라남도,장성군,0,10만원 미만
  남자,  50대,  전북,단순관광,  8월,가족,전라남도,담양군,0,10만원 미만
  여자,  60대,  전북,가족/친지/친구방문(관광포함),  6월,가족,전라북도,고창군,0,20만원 이상 30만원 미만
  남자,  20대,  전북,가족/친지/친구방문(관광포함),  6월,가족,전라북도,군산시,0,20만원 이상 30만원 미만
  여자,  30대,  전북,가족/친지/친구방문(관광포함),  6월,친구/연인,전라북도,남원시,0,30만원 이상
  남자,  40대,  전북,단순관광,  6월,가족,전라북도,무주군,1,30만원 이상
  여자,  20대,  전북,단순관광,  2월,없음,전라북도,완주군,0,10만원 이상 20만원 미만
  남자,  60대,  전북,단순가족/친지/친구방문,  2월,없음,전라북도,익산시,0,30만원 이상
  남자,  30대,  전북,단순관광,  2월,없음,전라북도,고창군,0,10만원 이상 20만원 미만
  여자,  40대,  전북,단순가족/친지/친구방문,  2월,없음,전라북도,전주시,0,10만원 이상 20만원 미만
  여자,  70세이상,  전북,단순가족/친지/친구방문,  4월,없음,전라북도,군산시,0,10만원 이상 20만원 미만
  남자,  20대,  전북,단순관광,  4월,친구/연인,경기도,용인시,1,30만원 이상
  남자,  50대,  전북,단순관광,  11월,가족,전라북도,김제시,0,10만원 이상 20만원 미만
  남자,  20대,  전북,단순관광,  11월,친구/연인,경상남도,남해군,1,30만원 이상
  남자,  60대,  전북,단순관광,  11월,가족,전라남도,장성군,0,10만원 이상 20만원 미만
  남자,  40대,  전북,단순관광,  11월,가족,전라북도,남원시,0,10만원 이상 20만원 미만
  남자,  70세이상,  전북,단순관광,  11월,가족,전라북도,정읍시,0,10만원 이상 20만원 미만
  남자,  60대,  전북,가족/친지/친구방문(관광포함),  9월,가족,전라북도,김제시,0,10만원 미만
  남자,  70세이상,  전북,단순관광,  9월,가족,전라북도,고창군,0,10만원 이상 20만원 미만
  남자,  50대,  전북,단순관광,  9월,가족,전라북도,군산시,0,10만원 미만
  여자,  50대,  전북,가족/친지/친구방문(관광포함),  9월,가족,전라남도,담양군,0,20만원 이상 30만원 미만
  남자,  15~19세,  전북,단순관광,  9월,가족,전라북도,고창군,0,10만원 이상 20만원 미만
  남자,  60대,  전북,단순관광,  7월,가족,전라북도,고창군,0,10만원 이상 20만원 미만
  남자,  50대,  전북,단순가족/친지/친구방문,  7월,없음,전라남도,신안군,0,10만원 이상 20만원 미만
  여자,  50대,  전북,가족/친지/친구방문(관광포함),  7월,가족,전라북도,군산시,0,10만원 이상 20만원 미만
  여자,  20대,  전북,가족/친지/친구방문(관광포함),  5월,가족,전라남도,담양군,0,10만원 이상 20만원 미만
  남자,  20대,  전북,가족/친지/친구방문(관광포함),  5월,친구/연인,전라북도,전주시,0,10만원 이상 20만원 미만
  여자,  30대,  전북,단순관광,  1월,친구/연인,광주광역시,남구,1,30만원 이상
  남자,  60대,  전북,단순관광,  3월,가족,경상남도,남해군,1,30만원 이상
  남자,  20대,  전북,단순관광,  3월,없음,전라남도,담양군,0,10만원 이상 20만원 미만
  여자,  15~19세,  전북,가족/친지/친구방문(관광포함),  3월,가족,전라북도,전주시,0,10만원 이상 20만원 미만
  여자,  60대,  전남,단순관광,  12월,가족,전라남도,영암군,0,10만원 미만
  여자,  20대,  전남,단순관광,  12월,친구/연인,전라남도,영광군,0,10만원 이상 20만원 미만
  남자,  40대,  전남,단순관광,  12월,가족,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  40대,  전남,단순관광,  12월,친구/연인,전라남도,강진군,0,10만원 이상 20만원 미만
  여자,  20대,  전남,단순관광,  8월,친구/연인,전라남도,진도군,0,10만원 이상 20만원 미만
  남자,  50대,  전남,단순관광,  8월,가족,전라남도,해남군,0,10만원 미만
  남자,  60대,  전남,단순관광,  8월,가족,전라남도,영암군,0,10만원 미만
  남자,  40대,  전남,단순관광,  8월,친구/연인,전라남도,담양군,0,10만원 이상 20만원 미만
  여자,  30대,  전남,단순관광,  4월,가족,전라북도,고창군,0,20만원 이상 30만원 미만
  남자,  20대,  전남,단순관광,  4월,친구/연인,전라북도,부안군,1,30만원 이상
  남자,  30대,  전남,단순관광,  4월,가족,전라남도,보성군,0,20만원 이상 30만원 미만
  남자,  20대,  전남,단순관광,  2월,친구/연인,전라남도,영암군,0,10만원 이상 20만원 미만
  남자,  50대,  전남,가족/친지/친구방문(관광포함),  2월,가족,전라남도,영광군,1,30만원 이상
  남자,  15~19세,  전남,가족/친지/친구방문(관광포함),  2월,가족,광주광역시,동구,1,10만원 이상 20만원 미만
  여자,  40대,  전남,단순가족/친지/친구방문,  2월,없음,전라남도,강진군,1,20만원 이상 30만원 미만
  남자,  40대,  전남,단순관광,  2월,가족,전라북도,전주시,1,30만원 이상
  여자,  40대,  전남,단순관광,  6월,가족,전라남도,여수시,1,30만원 이상
  여자,  20대,  전남,가족/친지/친구방문(관광포함),  6월,가족,전라남도,해남군,1,10만원 이상 20만원 미만
  여자,  40대,  전남,단순관광,  10월,가족,전라남도,순천시,1,30만원 이상
  남자,  20대,  전남,단순관광,  10월,친구/연인,광주광역시,동구,0,20만원 이상 30만원 미만
  여자,  50대,  전남,단순관광,  10월,가족,전라남도,장흥군,0,10만원 이상 20만원 미만
  여자,  60대,  전남,단순관광,  10월,가족,전라남도,여수시,1,30만원 이상
  남자,  40대,  전남,단순관광,  10월,가족,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  20대,  전남,단순관광,  10월,친구/연인,전라남도,영암군,0,10만원 이상 20만원 미만
  남자,  50대,  전남,단순관광,  10월,가족,전라남도,완도군,0,10만원 이상 20만원 미만
  남자,  70세이상,  전남,단순관광,  10월,가족,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  50대,  전남,단순관광,  10월,가족,전라남도,영암군,0,10만원 이상 20만원 미만
  여자,  40대,  전남,가족/친지/친구방문(관광포함),  10월,친구/연인,전라남도,장흥군,0,10만원 이상 20만원 미만
  남자,  20대,  전남,단순관광,  10월,친구/연인,전라남도,강진군,0,10만원 이상 20만원 미만
  남자,  20대,  전남,단순관광,  7월,가족,전라남도,곡성군,0,20만원 이상 30만원 미만
  남자,  50대,  전남,단순관광,  7월,가족,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  50대,  전남,단순관광,  7월,가족,전라남도,무안군,0,10만원 이상 20만원 미만
  여자,  70세이상,  전남,가족/친지/친구방문(관광포함),  7월,가족,전라남도,강진군,0,10만원 미만
  남자,  40대,  전남,단순관광,  7월,가족,전라남도,신안군,0,10만원 이상 20만원 미만
  여자,  60대,  전남,단순관광,  7월,가족,전라남도,완도군,0,10만원 이상 20만원 미만
  남자,  20대,  전남,단순관광,  3월,친구/연인,전라남도,순천시,0,20만원 이상 30만원 미만
  여자,  40대,  전남,단순관광,  3월,친구/연인,전라남도,구례군,0,10만원 미만
  남자,  50대,  전남,단순관광,  3월,가족,전라남도,구례군,0,10만원 이상 20만원 미만
  남자,  60대,  전남,단순가족/친지/친구방문,  3월,없음,전라남도,장성군,0,10만원 이상 20만원 미만
  남자,  20대,  전남,단순관광,  1월,친구/연인,전라남도,완도군,0,10만원 미만
  여자,  60대,  전남,단순관광,  1월,가족,전라남도,장흥군,0,10만원 미만
  여자,  50대,  전남,단순관광,  5월,가족,전라남도,순천시,0,20만원 이상 30만원 미만
  남자,  20대,  전남,단순관광,  5월,친구/연인,전라남도,곡성군,0,10만원 이상 20만원 미만
  여자,  40대,  전남,단순관광,  5월,가족,전라남도,함평군,0,10만원 이상 20만원 미만
  여자,  15~19세,  전남,단순가족/친지/친구방문,  5월,없음,전라남도,나주시,0,10만원 이상 20만원 미만
  남자,  40대,  전남,단순가족/친지/친구방문,  5월,없음,전라북도,고창군,0,20만원 이상 30만원 미만
  남자,  50대,  전남,단순관광,  5월,친구/연인,전라남도,영암군,0,10만원 미만
  남자,  60대,  전남,단순관광,  5월,가족,전라남도,완도군,0,20만원 이상 30만원 미만
  여자,  60대,  전남,단순관광,  5월,가족,전라남도,담양군,0,20만원 이상 30만원 미만
  남자,  30대,  전남,단순관광,  9월,가족,전라남도,무안군,0,10만원 이상 20만원 미만
  여자,  20대,  전남,단순관광,  9월,가족,전라남도,장흥군,0,10만원 미만
  여자,  30대,  전남,단순관광,  9월,가족,전라남도,진도군,1,30만원 이상
  남자,  20대,  전남,단순관광,  9월,가족,광주광역시,동구,0,10만원 이상 20만원 미만
  여자,  50대,  전남,단순관광,  9월,가족,전라남도,장흥군,1,20만원 이상 30만원 미만
  남자,  50대,  전남,단순관광,  9월,가족,전라북도,전주시,0,10만원 이상 20만원 미만
  남자,  20대,  전남,가족/친지/친구방문(관광포함),  6월,친구/연인,전라남도,완도군,0,10만원 이상 20만원 미만
  여자,  50대,  전남,단순관광,  6월,가족,전라남도,강진군,0,10만원 이상 20만원 미만
  남자,  40대,  전남,단순관광,  6월,가족,전라남도,고흥군,1,10만원 이상 20만원 미만
  여자,  50대,  전남,단순관광,  6월,가족,전라남도,신안군,0,10만원 이상 20만원 미만
  남자,  20대,  전남,단순관광,  2월,가족,전라남도,무안군,0,20만원 이상 30만원 미만
  남자,  30대,  전남,단순관광,  2월,가족,전라북도,부안군,0,30만원 이상
  여자,  50대,  전남,단순관광,  2월,가족,전라북도,김제시,1,30만원 이상
  남자,  50대,  전남,단순관광,  2월,가족,전라남도,곡성군,0,20만원 이상 30만원 미만
  여자,  40대,  전남,단순관광,  2월,친구/연인,전라남도,곡성군,0,30만원 이상
  여자,  20대,  전남,단순관광,  4월,친구/연인,전라북도,부안군,1,30만원 이상
  여자,  50대,  전남,단순관광,  4월,가족,전라북도,고창군,0,10만원 이상 20만원 미만
  남자,  20대,  전남,단순관광,  4월,친구/연인,전라남도,여수시,1,30만원 이상
  여자,  40대,  전남,단순관광,  4월,없음,전라남도,보성군,0,20만원 이상 30만원 미만
  남자,  30대,  전남,단순관광,  4월,가족,전라남도,장흥군,0,20만원 이상 30만원 미만
  남자,  30대,  전남,단순관광,  8월,가족,전라남도,해남군,0,10만원 이상 20만원 미만
  여자,  40대,  전남,단순관광,  8월,친구/연인,부산광역시,중구,1,30만원 이상
  남자,  20대,  전남,단순관광,  8월,친구/연인,전라남도,진도군,1,30만원 이상
  남자,  50대,  전남,단순관광,  12월,가족,전라남도,진도군,1,30만원 이상
  여자,  15~19세,  전남,가족/친지/친구방문(관광포함),  12월,가족,전라남도,신안군,0,20만원 이상 30만원 미만
  남자,  20대,  전남,단순관광,  12월,친구/연인,전라남도,해남군,1,30만원 이상
  남자,  15~19세,  전남,단순관광,  12월,친구/연인,광주광역시,서구,0,20만원 이상 30만원 미만
